mun_noti,mun_infe,notifications,latitude_noti,longitude_noti,nome_noti,latitude_infe,longitude_infe,nome_infe
110001,110001,1345,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.9283,-61.9953,Alta Floresta D'Oeste
110001,110002,16,-11.9283,-61.9953,Alta Floresta D'Oeste,-9.90571,-63.0325,Ariquemes
110001,110004,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.4343,-61.4562,Cacoal
110001,110008,24,-11.9283,-61.9953,Alta Floresta D'Oeste,-12.4367,-64.228,Costa Marques
110001,110009,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.5266,-61.0252,Espigão D'Oeste
110001,110010,5,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.7889,-65.3296,Guajará-Mirim
110001,110011,3,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.4318,-62.4788,Jaru
110001,110012,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.8777,-61.9322,Ji-Paraná
110001,110013,14,-11.9283,-61.9953,Alta Floresta D'Oeste,-9.44363,-61.9818,Machadinho D'Oeste
110001,110014,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.7247,-62.3127,Nova Brasilândia D'Oeste
110001,110020,255,-11.9283,-61.9953,Alta Floresta D'Oeste,-8.76077,-63.8999,Porto Velho
110001,110025,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.169,-61.8986,Presidente Médici
110001,110028,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.7271,-61.7714,Rolim de Moura
110001,110029,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.9074,-61.7777,Santa Luzia D'Oeste
110001,110030,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-12.7502,-60.1488,Vilhena
110001,110032,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.6953,-62.7192,São Miguel do Guaporé
110001,110033,8,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.4077,-65.3346,Nova Mamoré
110001,110037,26,-11.9283,-61.9953,Alta Floresta D'Oeste,-12.132,-61.835,Alto Alegre dos Parecis
110001,110040,6,-11.9283,-61.9953,Alta Floresta D'Oeste,-9.71429,-63.3188,Alto Paraíso
110001,110045,61,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.1943,-63.8324,Buritis
110001,110050,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.6961,-61.9951,Novo Horizonte do Oeste
110001,110070,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.5712,-63.6266,Campo Novo de Rondônia
110001,110080,41,-11.9283,-61.9953,Alta Floresta D'Oeste,-8.7907,-63.7005,Candeias do Jamari
110001,110090,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.4253,-61.9482,Castanheiras
110001,110092,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-12.5611,-60.8877,Chupinguaia
110001,110094,4,-11.9283,-61.9953,Alta Floresta D'Oeste,-9.36065,-62.5846,Cujubim
110001,110110,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-9.19687,-63.1809,Itapuã do Oeste
110001,110130,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.029,-62.6696,Mirante da Serra
110001,110143,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.9068,-62.5564,Nova União
110001,110146,3,-11.9283,-61.9953,Alta Floresta D'Oeste,-13.4823,-61.0471,Pimenteiras do Oeste
110001,110149,36,-11.9283,-61.9953,Alta Floresta D'Oeste,-12.052,-63.568,São Francisco do Guaporé
110001,110150,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-11.8055,-63.0182,Seringueiras
110001,110155,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.9056,-62.242,Teixeirópolis
110001,110160,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.2483,-62.3538,Theobroma
110001,120040,5,-11.9283,-61.9953,Alta Floresta D'Oeste,-9.97499,-67.8243,Rio Branco
110001,130014,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-7.19409,-59.896,Apuí
110001,130090,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-6.52582,-64.3953,Canutama
110001,130170,13,-11.9283,-61.9953,Alta Floresta D'Oeste,-7.51171,-63.0327,Humaitá
110001,130240,3,-11.9283,-61.9953,Alta Floresta D'Oeste,-7.26413,-64.7948,Lábrea
110001,130270,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-5.80462,-61.2895,Manicoré
110001,130400,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-2.81748,-58.248,Silves
110001,150060,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-3.20407,-52.21,Altamira
110001,150805,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-4.57347,-55.9429,Trairão
110001,311910,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-18.369,-44.4542,Corinto
110001,510025,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-9.86674,-56.0867,Alta Floresta
110001,510140,9,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.1723,-59.4568,Aripuanã
110001,510325,18,-11.9283,-61.9953,Alta Floresta D'Oeste,-9.46121,-59.2252,Colniza
110001,510340,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-15.601,-56.0974,Cuiabá
110001,510420,4,-11.9283,-61.9953,Alta Floresta D'Oeste,-16.346,-53.7575,Guiratinga
110001,510517,2,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.3178,-58.3592,Juruena
110001,510622,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-13.8374,-56.0743,Nova Mutum
110001,510675,3,-11.9283,-61.9953,Alta Floresta D'Oeste,-15.2219,-59.3435,Pontes e Lacerda
110001,510685,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-15.3235,-57.2204,Porto Estrela
110001,510757,8,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.8376,-61.4697,Rondolândia
110001,510760,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-16.4673,-54.6372,Rondonópolis
110001,510805,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.517,-55.231,Terra Nova do Norte
110001,510880,1,-11.9283,-61.9953,Alta Floresta D'Oeste,-10.312,-55.4061,Nova Guarita
110002,110001,4,-9.90571,-63.0325,Ariquemes,-11.9283,-61.9953,Alta Floresta  D'Oeste
110002,110002,25721,-9.90571,-63.0325,Ariquemes,-9.90571,-63.0325,Ariquemes
110002,110004,12,-9.90571,-63.0325,Ariquemes,-11.4343,-61.4562,Cacoal
110002,110005,1,-9.90571,-63.0325,Ariquemes,-13.187,-60.8168,Cerejeiras
110002,110008,4,-9.90571,-63.0325,Ariquemes,-12.4367,-64.228,Costa Marques
110002,110009,29,-9.90571,-63.0325,Ariquemes,-11.5266,-61.0252,Espigão D'Oeste
110002,110010,41,-9.90571,-63.0325,Ariquemes,-10.7889,-65.3296,Guajará-Mirim
110002,110011,68,-9.90571,-63.0325,Ariquemes,-10.4318,-62.4788,Jaru
110002,110012,34,-9.90571,-63.0325,Ariquemes,-10.8777,-61.9322,Ji-Paraná
110002,110013,1941,-9.90571,-63.0325,Ariquemes,-9.44363,-61.9818,Machadinho D'Oeste
110002,110014,2,-9.90571,-63.0325,Ariquemes,-11.7247,-62.3127,Nova Brasilândia D'Oeste
110002,110015,14,-9.90571,-63.0325,Ariquemes,-10.7167,-62.2565,Ouro Preto do Oeste
110002,110018,6,-9.90571,-63.0325,Ariquemes,-11.672,-61.198,Pimenta Bueno
110002,110020,2704,-9.90571,-63.0325,Ariquemes,-8.76077,-63.8999,Porto Velho
110002,110025,1,-9.90571,-63.0325,Ariquemes,-11.169,-61.8986,Presidente Médici
110002,110026,1892,-9.90571,-63.0325,Ariquemes,-9.69965,-62.9011,Rio Crespo
110002,110028,4,-9.90571,-63.0325,Ariquemes,-11.7271,-61.7714,Rolim de Moura
110002,110030,4,-9.90571,-63.0325,Ariquemes,-12.7502,-60.1488,Vilhena
110002,110032,3,-9.90571,-63.0325,Ariquemes,-11.6953,-62.7192,São Miguel do Guaporé
110002,110033,257,-9.90571,-63.0325,Ariquemes,-10.4077,-65.3346,Nova Mamoré
110002,110034,4,-9.90571,-63.0325,Ariquemes,-11.3463,-62.2847,Alvorada D'Oeste
110002,110037,1,-9.90571,-63.0325,Ariquemes,-12.132,-61.835,Alto Alegre dos Parecis
110002,110040,5549,-9.90571,-63.0325,Ariquemes,-9.71429,-63.3188,Alto Paraíso
110002,110045,680,-9.90571,-63.0325,Ariquemes,-10.1943,-63.8324,Buritis
110002,110050,1,-9.90571,-63.0325,Ariquemes,-11.6961,-61.9951,Novo Horizonte do Oeste
110002,110060,368,-9.90571,-63.0325,Ariquemes,-10.349,-62.9043,Cacaulândia
110002,110070,735,-9.90571,-63.0325,Ariquemes,-10.5712,-63.6266,Campo Novo de Rondônia
110002,110080,889,-9.90571,-63.0325,Ariquemes,-8.7907,-63.7005,Candeias do Jamari
110002,110090,2,-9.90571,-63.0325,Ariquemes,-11.4253,-61.9482,Castanheiras
110002,110094,3499,-9.90571,-63.0325,Ariquemes,-9.36065,-62.5846,Cujubim
110002,110100,34,-9.90571,-63.0325,Ariquemes,-10.61,-62.7371,Governador Jorge Teixeira
110002,110110,12108,-9.90571,-63.0325,Ariquemes,-9.19687,-63.1809,Itapuã do Oeste
110002,110120,1,-9.90571,-63.0325,Ariquemes,-11.196,-61.5174,Ministro Andreazza
110002,110130,9,-9.90571,-63.0325,Ariquemes,-11.029,-62.6696,Mirante da Serra
110002,110140,4281,-9.90571,-63.0325,Ariquemes,-10.2458,-63.29,Monte Negro
110002,110143,1,-9.90571,-63.0325,Ariquemes,-10.9068,-62.5564,Nova União
110002,110145,1,-9.90571,-63.0325,Ariquemes,-12.1754,-61.6032,Parecis
110002,110147,1,-9.90571,-63.0325,Ariquemes,-11.8295,-61.3153,Primavera de Rondônia
110002,110149,4,-9.90571,-63.0325,Ariquemes,-12.052,-63.568,São Francisco do Guaporé
110002,110150,5,-9.90571,-63.0325,Ariquemes,-11.8055,-63.0182,Seringueiras
110002,110155,2,-9.90571,-63.0325,Ariquemes,-10.9056,-62.242,Teixeirópolis
110002,110160,57,-9.90571,-63.0325,Ariquemes,-10.2483,-62.3538,Theobroma
110002,110170,4,-9.90571,-63.0325,Ariquemes,-11.1261,-62.3639,Urupá
110002,110175,184,-9.90571,-63.0325,Ariquemes,-9.86215,-62.1876,Vale do Anari
110002,110180,1,-9.90571,-63.0325,Ariquemes,-10.4465,-62.1352,Vale do Paraíso
110002,120001,3,-9.90571,-63.0325,Ariquemes,-9.82581,-66.8972,Acrelândia
110002,120010,3,-9.90571,-63.0325,Ariquemes,-10.995,-68.7497,Brasiléia
110002,120020,22,-9.90571,-63.0325,Ariquemes,-7.62762,-72.6756,Cruzeiro do Sul
110002,120030,1,-9.90571,-63.0325,Ariquemes,-8.17054,-70.351,Feijó
110002,120038,2,-9.90571,-63.0325,Ariquemes,-10.2806,-67.1371,Plácido de Castro
110002,120040,24,-9.90571,-63.0325,Ariquemes,-9.97499,-67.8243,Rio Branco
110002,120045,1,-9.90571,-63.0325,Ariquemes,-10.1497,-67.7362,Senador Guiomard
110002,120050,1,-9.90571,-63.0325,Ariquemes,-9.06596,-68.6571,Sena Madureira
110002,130006,2,-9.90571,-63.0325,Ariquemes,-3.37455,-68.2005,Amaturá
110002,130014,162,-9.90571,-63.0325,Ariquemes,-7.19409,-59.896,Apuí
110002,130030,1,-9.90571,-63.0325,Ariquemes,-3.58574,-59.1256,Autazes
110002,130040,4,-9.90571,-63.0325,Ariquemes,-0.983373,-62.9311,Barcelos
110002,130068,1,-9.90571,-63.0325,Ariquemes,-2.97409,-57.5873,Boa Vista do Ramos
110002,130070,8,-9.90571,-63.0325,Ariquemes,-8.74232,-67.3919,Boca do Acre
110002,130080,1,-9.90571,-63.0325,Ariquemes,-4.39154,-59.5874,Borba
110002,130090,18,-9.90571,-63.0325,Ariquemes,-6.52582,-64.3953,Canutama
110002,130110,1,-9.90571,-63.0325,Ariquemes,-3.76803,-60.369,Careiro
110002,130115,1,-9.90571,-63.0325,Ariquemes,-3.314,-59.5557,Careiro da Várzea
110002,130120,1,-9.90571,-63.0325,Ariquemes,-4.09412,-63.1441,Coari
110002,130130,1,-9.90571,-63.0325,Ariquemes,-3.83053,-62.0658,Codajás
110002,130165,3,-9.90571,-63.0325,Ariquemes,-7.53797,-72.5907,Guajará
110002,130170,865,-9.90571,-63.0325,Ariquemes,-7.51171,-63.0327,Humaitá
110002,130190,1,-9.90571,-63.0325,Ariquemes,-3.13861,-58.4449,Itacoatiara
110002,130195,1,-9.90571,-63.0325,Ariquemes,-6.43852,-68.2437,Itamarati
110002,130200,1,-9.90571,-63.0325,Ariquemes,-2.74081,-58.0293,Itapiranga
110002,130240,40,-9.90571,-63.0325,Ariquemes,-7.26413,-64.7948,Lábrea
110002,130250,1,-9.90571,-63.0325,Ariquemes,-3.29066,-60.6216,Manacapuru
110002,130255,1,-9.90571,-63.0325,Ariquemes,-3.44078,-60.4612,Manaquiri
110002,130260,51,-9.90571,-63.0325,Ariquemes,-3.11866,-60.0212,Manaus
110002,130270,669,-9.90571,-63.0325,Ariquemes,-5.80462,-61.2895,Manicoré
110002,130290,1,-9.90571,-63.0325,Ariquemes,-3.39289,-57.7067,Maués
110002,130330,784,-9.90571,-63.0325,Ariquemes,-5.12593,-60.3732,Novo Aripuanã
110002,130353,1,-9.90571,-63.0325,Ariquemes,-2.02981,-60.0234,Presidente Figueiredo
110002,130356,1,-9.90571,-63.0325,Ariquemes,-2.7045,-59.6858,Rio Preto da Eva
110002,130370,7,-9.90571,-63.0325,Ariquemes,-3.09544,-67.9463,Santo Antônio do Içá
110002,130380,1,-9.90571,-63.0325,Ariquemes,-0.11909,-67.084,São Gabriel da Cachoeira
110002,130395,1,-9.90571,-63.0325,Ariquemes,-2.55915,-57.8731,São Sebastião do Uatumã
110002,130410,1,-9.90571,-63.0325,Ariquemes,-5.62085,-63.1808,Tapauá
110002,130423,1,-9.90571,-63.0325,Ariquemes,-2.86582,-67.7919,Tonantins
110002,130430,1,-9.90571,-63.0325,Ariquemes,-2.52936,-57.7538,Urucará
110002,140002,1,-9.90571,-63.0325,Ariquemes,3.64571,-61.3692,Amajari
110002,140005,1,-9.90571,-63.0325,Ariquemes,2.98858,-61.3072,Alto Alegre
110002,140010,32,-9.90571,-63.0325,Ariquemes,2.82384,-60.6753,Boa Vista
110002,140030,7,-9.90571,-63.0325,Ariquemes,2.43998,-60.9096,Mucajaí
110002,140045,1,-9.90571,-63.0325,Ariquemes,4.4799,-61.1477,Pacaraima
110002,140047,2,-9.90571,-63.0325,Ariquemes,0.939956,-60.4389,Rorainópolis
110002,140070,1,-9.90571,-63.0325,Ariquemes,4.60314,-60.1815,Uiramutã
110002,150010,1,-9.90571,-63.0325,Ariquemes,-1.72183,-48.8788,Abaetetuba
110002,150040,1,-9.90571,-63.0325,Ariquemes,-1.94623,-54.7384,Alenquer
110002,150050,1,-9.90571,-63.0325,Ariquemes,-1.52904,-52.5788,Almeirim
110002,150060,4,-9.90571,-63.0325,Ariquemes,-3.20407,-52.21,Altamira
110002,150095,1,-9.90571,-63.0325,Ariquemes,-2.14898,-47.5677,Aurora do Pará
110002,150140,7,-9.90571,-63.0325,Ariquemes,-1.4554,-48.4898,Belém
110002,150190,1,-9.90571,-63.0325,Ariquemes,-1.51762,-48.0381,Bujaru
110002,150195,1,-9.90571,-63.0325,Ariquemes,-1.75974,-46.5459,Cachoeira do Piriá
110002,150276,1,-9.90571,-63.0325,Ariquemes,-7.81097,-50.7698,Cumaru do Norte
110002,150277,1,-9.90571,-63.0325,Ariquemes,-6.09965,-49.6068,Curionópolis
110002,150310,1,-9.90571,-63.0325,Ariquemes,-1.41412,-51.6338,Gurupá
110002,150330,2,-9.90571,-63.0325,Ariquemes,-1.97533,-48.9575,Igarapé-Miri
110002,150360,72,-9.90571,-63.0325,Ariquemes,-4.2667,-55.9926,Itaituba
110002,150375,270,-9.90571,-63.0325,Ariquemes,-6.21469,-57.7544,Jacareacanga
110002,150475,1,-9.90571,-63.0325,Ariquemes,-2.6822,-54.6425,Mojuí dos Campos
110002,150495,1,-9.90571,-63.0325,Ariquemes,-2.26693,-46.9731,Nova Esperança do Piriá
110002,150497,1,-9.90571,-63.0325,Ariquemes,-4.91622,-49.0822,Nova Ipixuna
110002,150500,1,-9.90571,-63.0325,Ariquemes,-1.20874,-47.3921,Nova Timboteua
110002,150503,4,-9.90571,-63.0325,Ariquemes,-7.14347,-55.3786,Novo Progresso
110002,150550,1,-9.90571,-63.0325,Ariquemes,-3.00212,-47.3527,Paragominas
110002,150613,3,-9.90571,-63.0325,Ariquemes,-8.02529,-50.0317,Redenção
110002,150620,1,-9.90571,-63.0325,Ariquemes,-0.630815,-47.3465,Salinópolis
110002,150680,2,-9.90571,-63.0325,Ariquemes,-2.43849,-54.6996,Santarém
110002,150730,5,-9.90571,-63.0325,Ariquemes,-6.64254,-51.9904,São Félix do Xingu
110002,150810,2,-9.90571,-63.0325,Ariquemes,-3.7657,-49.6773,Tucuruí
110002,150812,1,-9.90571,-63.0325,Ariquemes,-3.75007,-47.4892,Ulianópolis
110002,160030,1,-9.90571,-63.0325,Ariquemes,0.034934,-51.0694,Macapá
110002,160050,1,-9.90571,-63.0325,Ariquemes,3.84074,-51.8331,Oiapoque
110002,210530,1,-9.90571,-63.0325,Ariquemes,-5.51847,-47.4777,Imperatriz
110002,211172,1,-9.90571,-63.0325,Ariquemes,-4.04913,-45.2457,Satubinha
110002,240310,1,-9.90571,-63.0325,Ariquemes,-6.25484,-36.5146,Currais Novos
110002,291360,1,-9.90571,-63.0325,Ariquemes,-14.793,-39.046,Ilhéus
110002,420540,1,-9.90571,-63.0325,Ariquemes,-27.5945,-48.5477,Florianópolis
110002,500430,1,-9.90571,-63.0325,Ariquemes,-23.6736,-54.5637,Iguatemi
110002,500490,1,-9.90571,-63.0325,Ariquemes,-20.1386,-54.3996,Jaraguari
110002,500790,1,-9.90571,-63.0325,Ariquemes,-20.9302,-54.9692,Sidrolândia
110002,500797,1,-9.90571,-63.0325,Ariquemes,-22.4898,-53.3519,Taquarussu
110002,510025,3,-9.90571,-63.0325,Ariquemes,-9.86674,-56.0867,Alta Floresta
110002,510050,1,-9.90571,-63.0325,Ariquemes,-14.5137,-56.4776,Alto Paraguai
110002,510060,1,-9.90571,-63.0325,Ariquemes,-17.8241,-53.2792,Alto Taquari
110002,510120,1,-9.90571,-63.0325,Ariquemes,-16.857,-53.0318,Araguainha
110002,510125,2,-9.90571,-63.0325,Ariquemes,-15.4641,-58.3425,Araputanga
110002,510140,33,-9.90571,-63.0325,Ariquemes,-10.1723,-59.4568,Aripuanã
110002,510190,1,-9.90571,-63.0325,Ariquemes,-12.1474,-57.9833,Brasnorte
110002,510250,1,-9.90571,-63.0325,Ariquemes,-16.0764,-57.6818,Cáceres
110002,510325,2692,-9.90571,-63.0325,Ariquemes,-9.46121,-59.2252,Colniza
110002,510330,2,-9.90571,-63.0325,Ariquemes,-13.6614,-59.7848,Comodoro
110002,510340,10,-9.90571,-63.0325,Ariquemes,-15.601,-56.0974,Cuiabá
110002,510395,1,-9.90571,-63.0325,Ariquemes,-15.768,-58.3108,Glória D'Oeste
110002,510410,6,-9.90571,-63.0325,Ariquemes,-9.96218,-54.9121,Guarantã do Norte
110002,510515,58,-9.90571,-63.0325,Ariquemes,-11.3728,-58.7483,Juína
110002,510600,1,-9.90571,-63.0325,Ariquemes,-14.454,-56.7945,Nortelândia
110002,510615,1,-9.90571,-63.0325,Ariquemes,-9.84977,-57.8139,Nova Bandeirantes
110002,510628,1,-9.90571,-63.0325,Ariquemes,-14.9054,-53.0194,Novo São Joaquim
110002,510675,326,-9.90571,-63.0325,Ariquemes,-15.2219,-59.3435,Pontes e Lacerda
110002,510757,3,-9.90571,-63.0325,Ariquemes,-10.8376,-61.4697,Rondolândia
110002,510760,1,-9.90571,-63.0325,Ariquemes,-16.4673,-54.6372,Rondonópolis
110002,510775,1,-9.90571,-63.0325,Ariquemes,-15.1303,-58.1317,Salto do Céu
110002,510787,1,-9.90571,-63.0325,Ariquemes,-12.9892,-58.7645,Sapezal
110002,510790,2,-9.90571,-63.0325,Ariquemes,-11.8604,-55.5091,Sinop
110002,510795,1,-9.90571,-63.0325,Ariquemes,-14.6229,-57.4933,Tangará da Serra
110002,510830,1,-9.90571,-63.0325,Ariquemes,-11.5308,-54.3616,União do Sul
110002,510840,2,-9.90571,-63.0325,Ariquemes,-15.6458,-56.1322,Várzea Grande
110002,510880,4,-9.90571,-63.0325,Ariquemes,-10.312,-55.4061,Nova Guarita
110003,110002,11,-13.4945,-60.552,Cabixi,-9.90571,-63.0325,Ariquemes
110003,110003,75,-13.4945,-60.552,Cabixi,-13.4945,-60.552,Cabixi
110003,110005,1,-13.4945,-60.552,Cabixi,-13.187,-60.8168,Cerejeiras
110003,110007,4,-13.4945,-60.552,Cabixi,-12.9551,-60.8947,Corumbiara
110003,110008,1,-13.4945,-60.552,Cabixi,-12.4367,-64.228,Costa Marques
110003,110013,1,-13.4945,-60.552,Cabixi,-9.44363,-61.9818,Machadinho D'Oeste
110003,110020,25,-13.4945,-60.552,Cabixi,-8.76077,-63.8999,Porto Velho
110003,110028,1,-13.4945,-60.552,Cabixi,-11.7271,-61.7714,Rolim de Moura
110003,110030,4,-13.4945,-60.552,Cabixi,-12.7502,-60.1488,Vilhena
110003,110040,1,-13.4945,-60.552,Cabixi,-9.71429,-63.3188,Alto Paraíso
110003,110045,31,-13.4945,-60.552,Cabixi,-10.1943,-63.8324,Buritis
110003,110070,1,-13.4945,-60.552,Cabixi,-10.5712,-63.6266,Campo Novo de Rondônia
110003,110080,22,-13.4945,-60.552,Cabixi,-8.7907,-63.7005,Candeias do Jamari
110003,110092,5,-13.4945,-60.552,Cabixi,-12.5611,-60.8877,Chupinguaia
110003,110110,7,-13.4945,-60.552,Cabixi,-9.19687,-63.1809,Itapuã do Oeste
110003,130014,2,-13.4945,-60.552,Cabixi,-7.19409,-59.896,Apuí
110003,130090,4,-13.4945,-60.552,Cabixi,-6.52582,-64.3953,Canutama
110003,130170,17,-13.4945,-60.552,Cabixi,-7.51171,-63.0327,Humaitá
110003,130270,12,-13.4945,-60.552,Cabixi,-5.80462,-61.2895,Manicoré
110003,510140,6,-13.4945,-60.552,Cabixi,-10.1723,-59.4568,Aripuanã
110003,510325,7,-13.4945,-60.552,Cabixi,-9.46121,-59.2252,Colniza
110003,510330,260,-13.4945,-60.552,Cabixi,-13.6614,-59.7848,Comodoro
110004,110001,9,-11.4343,-61.4562,Cacoal,-11.9283,-61.9953,Alta Floresta D'Oeste
110004,110002,200,-11.4343,-61.4562,Cacoal,-9.90571,-63.0325,Ariquemes
110004,110004,241,-11.4343,-61.4562,Cacoal,-11.4343,-61.4562,Cacoal
110004,110007,2,-11.4343,-61.4562,Cacoal,-12.9551,-60.8947,Corumbiara
110004,110008,41,-11.4343,-61.4562,Cacoal,-12.4367,-64.228,Costa Marques
110004,110009,3811,-11.4343,-61.4562,Cacoal,-11.5266,-61.0252,Espigão D'Oeste
110004,110010,19,-11.4343,-61.4562,Cacoal,-10.7889,-65.3296,Guajará-Mirim
110004,110011,6,-11.4343,-61.4562,Cacoal,-10.4318,-62.4788,Jaru
110004,110012,5,-11.4343,-61.4562,Cacoal,-10.8777,-61.9322,Ji-Paraná
110004,110013,202,-11.4343,-61.4562,Cacoal,-9.44363,-61.9818,Machadinho D'Oeste
110004,110014,14,-11.4343,-61.4562,Cacoal,-11.7247,-62.3127,Nova Brasilândia D'Oeste
110004,110018,29,-11.4343,-61.4562,Cacoal,-11.672,-61.198,Pimenta Bueno
110004,110020,882,-11.4343,-61.4562,Cacoal,-8.76077,-63.8999,Porto Velho
110004,110025,11,-11.4343,-61.4562,Cacoal,-11.169,-61.8986,Presidente Médici
110004,110026,4,-11.4343,-61.4562,Cacoal,-9.69965,-62.9011,Rio Crespo
110004,110028,16,-11.4343,-61.4562,Cacoal,-11.7271,-61.7714,Rolim de Moura
110004,110030,21,-11.4343,-61.4562,Cacoal,-12.7502,-60.1488,Vilhena
110004,110032,19,-11.4343,-61.4562,Cacoal,-11.6953,-62.7192,São Miguel do Guaporé
110004,110033,150,-11.4343,-61.4562,Cacoal,-10.4077,-65.3346,Nova Mamoré
110004,110034,9,-11.4343,-61.4562,Cacoal,-11.3463,-62.2847,Alvorada D'Oeste
110004,110037,6,-11.4343,-61.4562,Cacoal,-12.132,-61.835,Alto Alegre dos Parecis
110004,110040,27,-11.4343,-61.4562,Cacoal,-9.71429,-63.3188,Alto Paraíso
110004,110045,335,-11.4343,-61.4562,Cacoal,-10.1943,-63.8324,Buritis
110004,110070,63,-11.4343,-61.4562,Cacoal,-10.5712,-63.6266,Campo Novo de Rondônia
110004,110080,199,-11.4343,-61.4562,Cacoal,-8.7907,-63.7005,Candeias do Jamari
110004,110090,6,-11.4343,-61.4562,Cacoal,-11.4253,-61.9482,Castanheiras
110004,110092,1,-11.4343,-61.4562,Cacoal,-12.5611,-60.8877,Chupinguaia
110004,110094,75,-11.4343,-61.4562,Cacoal,-9.36065,-62.5846,Cujubim
110004,110110,523,-11.4343,-61.4562,Cacoal,-9.19687,-63.1809,Itapuã do Oeste
110004,110120,24,-11.4343,-61.4562,Cacoal,-11.196,-61.5174,Ministro Andreazza
110004,110130,1,-11.4343,-61.4562,Cacoal,-11.029,-62.6696,Mirante da Serra
110004,110140,14,-11.4343,-61.4562,Cacoal,-10.2458,-63.29,Monte Negro
110004,110145,1,-11.4343,-61.4562,Cacoal,-12.1754,-61.6032,Parecis
110004,110146,5,-11.4343,-61.4562,Cacoal,-13.4823,-61.0471,Pimenteiras do Oeste
110004,110148,2,-11.4343,-61.4562,Cacoal,-11.9023,-61.5026,São Felipe D'Oeste
110004,110149,98,-11.4343,-61.4562,Cacoal,-12.052,-63.568,São Francisco do Guaporé
110004,110150,36,-11.4343,-61.4562,Cacoal,-11.8055,-63.0182,Seringueiras
110004,110160,1,-11.4343,-61.4562,Cacoal,-10.2483,-62.3538,Theobroma
110004,110170,10,-11.4343,-61.4562,Cacoal,-11.1261,-62.3639,Urupá
110004,110175,4,-11.4343,-61.4562,Cacoal,-9.86215,-62.1876,Vale do Anari
110004,120001,1,-11.4343,-61.4562,Cacoal,-9.82581,-66.8972,Acrelândia
110004,120005,1,-11.4343,-61.4562,Cacoal,-10.9298,-69.5738,Assis Brasil
110004,120020,7,-11.4343,-61.4562,Cacoal,-7.62762,-72.6756,Cruzeiro do Sul
110004,120033,1,-11.4343,-61.4562,Cacoal,-7.61657,-72.8997,Mâncio Lima
110004,120038,1,-11.4343,-61.4562,Cacoal,-10.2806,-67.1371,Plácido de Castro
110004,120040,8,-11.4343,-61.4562,Cacoal,-9.97499,-67.8243,Rio Branco
110004,120060,1,-11.4343,-61.4562,Cacoal,-8.15697,-70.7722,Tarauacá
110004,130014,71,-11.4343,-61.4562,Cacoal,-7.19409,-59.896,Apuí
110004,130068,1,-11.4343,-61.4562,Cacoal,-2.97409,-57.5873,Boa Vista do Ramos
110004,130090,89,-11.4343,-61.4562,Cacoal,-6.52582,-64.3953,Canutama
110004,130110,2,-11.4343,-61.4562,Cacoal,-3.76803,-60.369,Careiro
110004,130120,2,-11.4343,-61.4562,Cacoal,-4.09412,-63.1441,Coari
110004,130170,222,-11.4343,-61.4562,Cacoal,-7.51171,-63.0327,Humaitá
110004,130190,1,-11.4343,-61.4562,Cacoal,-3.13861,-58.4449,Itacoatiara
110004,130240,57,-11.4343,-61.4562,Cacoal,-7.26413,-64.7948,Lábrea
110004,130260,7,-11.4343,-61.4562,Cacoal,-3.11866,-60.0212,Manaus
